image,width,height,class,min_x,min_y,max_x,max_y
^001257.png,500,375,cat,96,36,500,375
^001258.png,500,375,cat,139,115,411,259
^001259.png,640,480,car,41,136,603,385
^001260.png,500,333,horse,178,19,366,333
^001260.png,500,333,person,428,68,500,251
^001260.png,500,333,person,144,65,215,333
^001264.png,640,480,cow,118,146,431,362
^001264.png,640,480,cow,405,135,597,299
^001265.png,640,480,bicycle,112,89,530,398
^001266.png,400,500,person,90,32,255,271
^001266.png,400,500,horse,87,123,252,435
^001270.png,406,500,dog,29,16,406,500
^001271.png,500,333,dog,79,3,394,290
^001271.png,500,333,person,243,94,430,329
^001272.png,500,332,dog,3,2,497,296
^001276.png,500,375,person,206,28,282,164
^001276.png,500,375,bicycle,198,78,304,173
^001276.png,500,375,person,160,72,201,153
^001276.png,500,375,person,94,50,111,94
^001276.png,500,375,person,82,64,93,91
^001276.png,500,375,person,70,57,83,91
^001276.png,500,375,person,54,53,72,84
^001276.png,500,375,person,6,71,68,149
^001276.png,500,375,bicycle,12,100,68,168
^001279.png,500,375,person,181,121,250,247
^001279.png,500,375,person,401,167,467,358
^001279.png,500,375,horse,125,181,302,311
^001280.png,211,384,cat,53,66,200,251
^001282.png,640,480,car,471,279,494,301
^001284.png,500,375,dog,321,87,499,315
^001284.png,500,375,dog,249,91,380,263
^001284.png,500,375,dog,1,139,230,373
^001286.png,500,333,horse,85,95,263,252
^001286.png,500,333,horse,104,89,347,290
^001286.png,500,333,person,325,79,368,134
^001286.png,500,333,person,347,70,410,174
^001289.png,640,480,car,28,139,578,358
^001290.png,500,337,cat,104,31,499,336
^001296.png,333,500,horse,2,33,333,500
^001300.png,500,375,sheep,269,110,331,156
^001300.png,500,375,sheep,160,138,203,168
^001300.png,500,375,sheep,108,135,151,172
^001301.png,640,480,car,69,130,599,371
^001303.png,640,480,car,50,153,587,353
^001303.png,640,480,car,316,125,519,153
^001303.png,640,480,car,247,107,379,146
^001304.png,500,375,motorbike,13,2,461,371
^001304.png,500,375,bicycle,177,2,284,92
^001306.png,500,375,person,315,68,387,302
^001306.png,500,375,person,229,90,325,245
^001306.png,500,375,dog,351,203,472,312
^001306.png,500,375,dog,259,250,316,298
^001306.png,500,375,person,38,89,97,222
^001309.png,500,375,person,132,141,161,199
^001309.png,500,375,motorbike,115,166,203,214
^001311.png,500,444,dog,3,2,489,444
^001313.png,375,500,cat,18,60,361,429
^001314.png,500,375,cat,5,3,369,375
^001317.png,640,480,car,55,148,600,390
^001318.png,375,500,car,346,124,375,164
^001318.png,375,500,person,144,16,327,488
^001318.png,375,500,motorbike,3,165,199,500
^001322.png,640,480,car,43,147,589,395
^001322.png,640,480,car,1,139,55,290
^001326.png,480,320,dog,86,1,365,252
^001327.png,500,332,cat,33,20,500,287
^001328.png,500,375,person,349,121,410,276
^001328.png,500,375,person,239,78,339,278
^001328.png,500,375,person,109,59,246,279
^001328.png,500,375,person,42,65,121,276
^001328.png,500,375,bicycle,351,193,415,270
^001328.png,500,375,bicycle,207,117,281,278
^001328.png,500,375,bicycle,2,97,214,274
^001328.png,500,375,bicycle,3,101,97,235
^001332.png,375,500,motorbike,100,188,175,312
^001332.png,375,500,person,96,131,174,251
^001333.png,500,333,bus,103,99,243,225
^001333.png,500,333,car,3,178,85,227
^001333.png,500,333,car,244,162,263,177
^001333.png,500,333,car,270,158,284,172
^001334.png,500,333,dog,77,36,401,278
^001334.png,500,333,person,412,1,500,135
^001334.png,500,333,person,295,1,387,92
^001334.png,500,333,person,229,1,288,79
^001334.png,500,333,person,46,1,259,250
^001337.png,500,375,dog,271,119,419,374
^001337.png,500,375,person,11,68,450,374
^001341.png,640,480,person,85,295,129,461
^001341.png,640,480,person,319,294,361,470
^001341.png,640,480,person,375,307,423,464
^001343.png,375,500,person,4,4,103,270
^001343.png,375,500,person,217,4,372,293
^001343.png,375,500,dog,158,144,226,278
^001345.png,500,375,cat,1,4,415,336
^001348.png,500,375,car,257,2,500,121
^001348.png,500,375,motorbike,61,4,499,374
^001349.png,500,375,dog,174,78,468,315
^001351.png,403,500,cat,2,1,403,471
^001352.png,500,375,horse,50,114,376,374
^001352.png,500,375,person,231,4,375,347
^001352.png,500,375,person,128,68,212,284
^001352.png,500,375,person,72,68,164,293
^001352.png,500,375,person,106,50,239,184
^001356.png,500,500,dog,227,15,408,430
^001359.png,640,480,sheep,189,237,342,350
^001359.png,640,480,sheep,298,191,400,254
^001359.png,640,480,sheep,342,241,458,372
^001361.png,247,500,person,32,199,170,500
^001361.png,247,500,car,133,239,247,324
^001364.png,480,360,horse,84,151,206,287
^001364.png,480,360,person,169,114,251,311
^001365.png,640,480,bicycle,356,52,640,424
^001365.png,640,480,bicycle,61,17,582,477
^001367.png,500,375,person,128,3,409,372
^001368.png,319,500,bus,158,97,291,295
^001368.png,319,500,bus,149,187,168,241
^001368.png,319,500,bus,271,186,319,265
^001368.png,319,500,car,112,212,132,220
^001370.png,500,332,cow,46,115,227,332
^001370.png,500,332,person,227,53,305,212
^001373.png,640,480,car,3,192,216,399
^001373.png,640,480,car,185,194,399,339
^001373.png,640,480,car,338,189,504,304
^001373.png,640,480,car,432,181,562,277
^001373.png,640,480,car,512,171,626,269
^001373.png,640,480,car,566,142,640,245
^001374.png,500,375,cat,116,92,264,284
^001374.png,500,375,cat,272,167,418,301
^001375.png,500,350,person,389,24,484,350
^001375.png,500,350,person,64,131,172,335
^001378.png,500,329,motorbike,36,149,475,329
^001378.png,500,329,motorbike,227,108,480,252
^001378.png,500,329,person,123,8,256,271
^001379.png,500,375,dog,133,121,302,356
^001381.png,500,374,sheep,349,189,400,228
^001381.png,500,374,sheep,255,178,295,203
^001381.png,500,374,sheep,293,186,311,214
^001384.png,500,375,person,43,89,295,375
^001384.png,500,375,person,216,87,394,375
^001384.png,500,375,person,316,67,500,375
^001389.png,451,500,cat,54,5,317,379
^001390.png,500,333,person,102,2,276,280
^001390.png,500,333,dog,95,46,425,295
^001391.png,500,375,bicycle,119,60,446,354
^001396.png,640,480,car,19,141,607,431
^001398.png,500,375,cow,2,77,128,281
^001398.png,500,375,cow,93,72,298,272
^001398.png,500,375,cow,181,81,500,374
^001399.png,640,480,cow,222,118,532,335
^001400.png,500,396,person,284,28,387,331
^001400.png,500,396,horse,59,33,348,345
^001401.png,640,480,bus,141,315,209,376
^001401.png,640,480,car,373,319,421,347
^001401.png,640,480,car,182,301,211,314
^001403.png,500,399,car,129,53,477,381
^001403.png,500,399,person,8,23,135,292
^001404.png,500,375,cow,468,11,500,244
^001404.png,500,375,cow,1,267,158,375
^001404.png,500,375,cow,139,23,398,372
^001405.png,500,375,motorbike,61,75,447,315
^001405.png,500,375,car,117,3,500,160
^001406.png,640,480,bicycle,69,52,567,455
^001408.png,640,425,bicycle,158,21,599,373
^001409.png,500,377,dog,164,110,369,377
^001416.png,500,375,cow,42,52,368,360
^001418.png,640,480,bicycle,49,54,615,463
^001419.png,640,438,person,2,1,633,413
^001420.png,640,480,car,137,76,540,462
^001420.png,640,480,car,224,109,338,189
^001420.png,640,480,car,345,122,389,166
^001422.png,500,375,cat,146,20,452,303
^001423.png,500,375,motorbike,69,101,330,283
^001423.png,500,375,person,106,54,209,225
^001426.png,640,480,car,28,387,557,480
^001426.png,640,480,car,34,271,553,442
^001426.png,640,480,car,115,196,508,325
^001426.png,640,480,car,217,125,562,292
^001426.png,640,480,car,272,90,579,206
^001432.png,640,480,bicycle,18,58,603,439
^001433.png,640,480,sheep,78,76,558,411
^001436.png,500,357,cow,252,97,422,291
^001436.png,500,357,cow,149,83,334,175
^001436.png,500,357,cow,8,78,163,180
^001437.png,500,375,dog,72,50,393,375
^001437.png,500,375,person,354,1,500,316
^001438.png,500,375,bicycle,65,27,440,375
^001439.png,500,333,sheep,97,57,359,281
^001440.png,640,480,sheep,83,32,560,455
^001441.png,375,500,cow,21,286,281,426
^001441.png,375,500,cow,149,80,375,422
^001441.png,375,500,horse,2,12,100,125
^001441.png,375,500,person,342,1,375,100
^001441.png,375,500,person,249,78,276,105
^001441.png,375,500,person,209,9,251,101
^001441.png,375,500,person,174,18,205,83
^001441.png,375,500,person,129,2,165,155
^001441.png,375,500,person,82,29,128,177
^001441.png,375,500,person,50,66,81,170
^001443.png,480,640,cat,27,72,338,566
^001447.png,640,480,sheep,153,267,341,419
^001447.png,640,480,sheep,212,200,480,384
^001451.png,640,480,car,114,73,510,448
^001452.png,402,500,bus,58,165,357,463
^001455.png,500,375,person,181,62,293,192
^001455.png,500,375,horse,161,48,390,344
^001456.png,640,480,bicycle,22,60,576,447
^001456.png,640,480,bicycle,546,208,640,449
^001457.png,250,369,motorbike,15,238,234,358
^001457.png,250,369,motorbike,171,113,228,162
^001457.png,250,369,motorbike,16,116,60,163
^001457.png,250,369,motorbike,91,42,159,84
^001457.png,250,369,person,26,89,49,119
^001457.png,250,369,person,121,25,148,55
^001457.png,250,369,person,198,90,222,158
^001457.png,250,369,person,65,147,165,353
^001458.png,640,480,car,108,38,541,460
^001458.png,640,480,car,606,1,640,71
^001458.png,640,480,car,422,1,587,59
^001461.png,500,375,cat,25,64,500,332
^001463.png,640,480,car,34,137,609,423
^001464.png,500,375,sheep,82,1,471,313
^001467.png,401,500,horse,190,83,289,427
^001467.png,401,500,person,139,118,222,435
^001467.png,401,500,horse,3,80,182,439
^001469.png,500,330,dog,100,75,500,330
^001471.png,333,500,person,80,130,192,464
^001471.png,333,500,bicycle,89,267,252,488
^001472.png,500,333,bus,146,79,425,240
^001472.png,500,333,person,452,159,472,204
^001472.png,500,333,person,22,156,41,206
^001474.png,500,333,sheep,224,149,288,201
^001474.png,500,333,sheep,3,220,20,264
^001476.png,640,480,car,44,144,614,385
^001476.png,640,480,car,1,178,59,267
^001478.png,500,478,cat,81,37,356,418
^001479.png,500,375,dog,169,58,343,298
^001481.png,500,375,sheep,41,3,499,374
^001485.png,640,480,car,45,136,616,378
^001488.png,640,480,cow,127,93,499,327
^001492.png,640,480,car,88,41,461,448
^001496.png,500,355,cat,29,60,432,349
^001497.png,500,333,bus,1,32,341,288
^001497.png,500,333,car,340,160,500,296
^001497.png,500,333,car,336,166,378,208
^001497.png,500,333,person,373,146,403,184
^001497.png,500,333,person,335,149,348,172
^001497.png,500,333,person,227,107,286,168
^001498.png,500,375,cat,3,44,498,375
^001499.png,500,431,person,120,5,262,357
^001499.png,500,431,motorbike,15,116,489,426
^001501.png,500,375,horse,114,107,389,375
^001501.png,500,375,person,185,29,373,333
^001501.png,500,375,person,29,183,161,375
^001501.png,500,375,person,1,163,87,375
^001502.png,333,500,dog,35,11,291,334
^001506.png,500,375,horse,224,112,374,266
^001506.png,500,375,horse,102,181,224,238
^001506.png,500,375,horse,1,149,63,183
^001506.png,500,375,horse,1,177,86,226
^001507.png,500,375,bicycle,125,11,420,188
^001509.png,500,375,dog,96,75,499,374
^001513.png,500,334,bicycle,277,144,457,305
^001513.png,500,334,bicycle,408,88,449,144
^001513.png,500,334,motorbike,445,63,500,114
^001513.png,500,334,car,1,96,160,211
^001513.png,500,334,person,4,70,32,109
^001513.png,500,334,person,337,56,363,86
^001513.png,500,334,person,391,57,427,105
^001513.png,500,334,person,306,68,415,275
^001518.png,500,375,cat,5,4,459,281
^001520.png,640,480,car,137,162,552,353
^001520.png,640,480,car,586,173,640,314
^001521.png,500,321,bus,86,65,373,239
^001521.png,500,321,car,373,168,488,229
^001521.png,500,321,car,407,157,500,213
^001521.png,500,321,car,2,161,55,221
^001521.png,500,321,car,29,154,54,172
^001521.png,500,321,car,69,160,87,198
^001523.png,500,485,horse,92,23,347,485
^001526.png,500,375,bus,1,131,73,227
^001526.png,500,375,bus,69,156,153,223
^001526.png,500,375,bus,330,124,350,255
^001526.png,500,375,person,403,195,415,212
^001526.png,500,375,person,389,196,404,220
^001526.png,500,375,person,378,196,399,290
^001526.png,500,375,person,357,199,370,236
^001526.png,500,375,person,403,186,443,292
^001526.png,500,375,bus,117,8,334,338
^001530.png,500,375,motorbike,24,25,492,354
^001531.png,500,375,bicycle,295,206,370,281
^001531.png,500,375,person,300,154,359,259
^001531.png,500,375,dog,410,161,425,174
^001531.png,500,375,person,100,145,118,195
^001531.png,500,375,person,2,144,12,178
^001531.png,500,375,bicycle,36,163,63,181
^001532.png,640,480,cow,234,116,463,399
^001534.png,640,480,bicycle,28,66,581,478
^001538.png,500,375,cat,2,2,333,375
^001540.png,640,480,car,101,28,563,450
^001540.png,640,480,car,1,75,69,393
^001541.png,500,333,person,127,42,303,330
^001543.png,640,480,sheep,108,134,512,424
^001544.png,640,480,car,56,150,606,396
^001544.png,640,480,car,1,113,58,178
^001545.png,345,500,cat,42,123,160,316
^001546.png,500,375,dog,200,153,332,284
^001546.png,500,375,person,203,21,251,155
^001548.png,640,480,sheep,105,267,418,438
^001548.png,640,480,sheep,254,208,531,401
^001548.png,640,480,sheep,16,116,488,405
^001552.png,500,340,cow,204,118,247,195
^001552.png,500,340,cow,222,109,301,190
^001553.png,640,478,car,46,233,401,422
^001553.png,640,478,car,468,219,597,303
^001554.png,500,375,bicycle,180,68,374,318
^001554.png,500,375,bicycle,79,33,217,346
^001554.png,500,375,car,396,2,500,47
^001554.png,500,375,car,298,2,405,32
^001554.png,500,375,car,234,2,301,25
^001554.png,500,375,car,148,1,248,47
^001554.png,500,375,car,40,2,133,68
^001554.png,500,375,car,22,3,55,51
^001556.png,500,375,motorbike,86,21,422,310
^001557.png,500,375,cat,286,2,500,374
^001557.png,500,375,cat,117,92,341,326
^001559.png,500,333,person,99,115,173,237
^001559.png,500,333,person,201,117,252,227
^001559.png,500,333,person,348,114,408,229
^001559.png,500,333,horse,114,142,157,290
^001559.png,500,333,horse,202,141,271,298
^001559.png,500,333,horse,355,146,418,299
^001560.png,500,333,dog,191,75,397,324
^001562.png,500,375,cow,160,202,376,315
^001562.png,500,375,cow,300,177,397,226
^001562.png,500,375,cow,237,203,281,233
^001562.png,500,375,cow,197,213,238,228
^001570.png,500,375,horse,234,27,468,341
^001572.png,640,480,sheep,124,107,520,431
^001575.png,500,375,motorbike,7,95,496,309
^001575.png,500,375,person,147,32,426,342
^001577.png,640,480,car,107,35,523,440
^001581.png,500,375,person,330,56,405,276
^001581.png,500,375,person,257,44,332,276
^001581.png,500,375,dog,263,276,330,370
^001582.png,333,500,cat,100,72,202,171
^001584.png,375,500,motorbike,59,249,375,500
^001584.png,375,500,person,123,132,248,500
^001584.png,375,500,person,4,132,100,499
^001586.png,640,425,car,113,41,520,385
^001587.png,500,363,horse,35,83,327,338
^001587.png,500,363,person,68,97,255,223
^001588.png,500,376,cat,142,112,344,302
^001590.png,500,326,bicycle,3,113,381,325
^001590.png,500,326,person,25,3,295,322
^001590.png,500,326,person,423,178,446,217
^001590.png,500,326,person,405,188,429,277
^001594.png,333,500,person,25,26,234,217
^001594.png,333,500,horse,21,134,321,472
^001594.png,333,500,person,305,289,319,317
^001594.png,333,500,person,277,291,290,320
^001594.png,333,500,person,293,316,320,387
^001594.png,333,500,person,289,300,318,322
^001595.png,500,375,cat,72,109,389,358
^001599.png,350,333,bicycle,30,139,306,317
^001599.png,350,333,person,95,12,228,289
^001600.png,313,500,horse,91,164,309,500
^001602.png,640,480,car,53,159,617,383
^001602.png,640,480,car,1,193,43,294
^001605.png,500,375,cat,88,36,443,348
^001607.png,500,363,motorbike,317,217,472,345
^001607.png,500,363,person,325,197,418,285
^001609.png,640,480,bicycle,39,10,582,438
^001609.png,640,480,bicycle,70,54,202,413
^001610.png,333,500,motorbike,90,168,227,359
^001610.png,333,500,person,97,79,223,298
^001610.png,333,500,person,287,62,333,127
^001610.png,333,500,person,45,58,88,128
^001610.png,333,500,person,81,63,140,129
^001611.png,640,480,car,58,176,567,399
^001614.png,333,500,motorbike,121,288,320,434
^001615.png,240,320,dog,32,15,231,268
^001618.png,640,480,car,481,344,602,405
^001618.png,640,480,car,89,341,139,371
^001619.png,640,480,car,50,141,581,391
^001619.png,640,480,car,2,143,48,192
^001620.png,500,375,dog,2,1,500,375
^001622.png,500,375,motorbike,1,100,158,374
^001622.png,500,375,motorbike,341,8,500,268
^001622.png,500,375,motorbike,101,2,399,375
^001625.png,640,480,sheep,169,196,439,401
^001626.png,500,375,dog,3,183,419,374
^001626.png,500,375,dog,2,41,378,248
^001626.png,500,375,dog,93,2,443,234
^001627.png,375,500,cat,109,27,375,358
^001628.png,640,480,person,351,48,473,376
^001629.png,640,425,bicycle,143,93,451,299
^001634.png,640,480,bicycle,5,23,544,478
^001638.png,334,500,cat,179,375,288,499
^001638.png,334,500,cow,120,146,252,270
^001639.png,500,375,sheep,174,156,199,205
^001639.png,500,375,sheep,264,187,348,246
^001639.png,500,375,sheep,196,153,242,206
^001640.png,500,375,bicycle,181,84,452,375
^001641.png,375,500,cow,3,105,351,499
^001644.png,640,480,car,111,54,552,451
^001645.png,500,375,sheep,196,133,365,366
^001645.png,500,375,sheep,147,59,355,195
^001647.png,500,333,dog,195,115,398,318
^001647.png,500,333,person,98,15,266,303
^001648.png,500,333,horse,41,3,465,332
^001650.png,500,369,cat,1,1,469,343
^001651.png,640,480,car,40,143,624,417
^001652.png,333,500,person,103,79,264,414
^001652.png,333,500,horse,56,135,269,500
^001652.png,333,500,horse,1,141,161,500
^001653.png,375,500,dog,153,277,334,485
^001654.png,480,640,cow,108,101,423,574
^001657.png,500,280,person,314,124,368,218
^001657.png,500,280,motorbike,288,163,383,248
^001660.png,640,478,bicycle,243,197,290,283
^001660.png,640,478,person,242,140,289,276
^001662.png,500,375,sheep,166,158,312,280
^001663.png,640,480,car,134,67,521,430
^001664.png,640,480,car,46,148,595,383
^001668.png,640,480,bus,192,282,369,395
^001668.png,640,480,bus,367,286,487,386
^001668.png,640,480,person,403,332,450,446
^001668.png,640,480,person,528,355,635,480
^001668.png,640,480,person,549,340,567,360
^001668.png,640,480,person,50,334,178,480
^001668.png,640,480,person,21,353,56,480
^001668.png,640,480,person,54,353,75,437
^001669.png,640,480,dog,77,110,543,307
^001671.png,500,375,bicycle,3,3,500,373
^001674.png,375,500,dog,2,2,269,486
^001674.png,375,500,dog,276,3,375,425
^001676.png,500,375,cow,67,29,465,308
^001676.png,500,375,cow,13,96,80,150
^001676.png,500,375,person,41,105,172,375
^001677.png,375,500,cat,129,30,256,307
^001679.png,500,375,dog,26,3,498,374
^001680.png,500,375,sheep,91,149,238,268
^001680.png,500,375,sheep,76,79,206,180
^001680.png,500,375,sheep,143,61,223,116
^001680.png,500,375,sheep,407,66,500,110
^001684.png,640,480,person,276,253,333,388
^001684.png,640,480,person,355,258,409,400
^001684.png,640,480,person,425,247,483,427
^001684.png,640,480,car,2,290,308,463
^001687.png,326,500,bus,229,105,326,263
^001687.png,326,500,bus,2,2,276,500
^001687.png,326,500,car,262,242,326,312
^001687.png,326,500,person,151,151,237,470
^001687.png,326,500,person,73,146,176,468
^001687.png,326,500,person,214,165,280,451
^001689.png,500,333,dog,132,3,500,277
^001690.png,500,333,horse,118,48,446,318
^001695.png,500,375,bus,3,4,498,259
^001695.png,500,375,person,92,105,153,301
^001695.png,500,375,person,150,104,196,294
^001695.png,500,375,person,190,91,251,286
^001695.png,500,375,person,251,94,304,281
^001695.png,500,375,person,303,95,363,287
^001695.png,500,375,person,358,99,406,298
^001695.png,500,375,person,404,100,451,315
^001697.png,490,500,cat,166,52,490,496
^001698.png,640,480,car,95,37,524,462
^001698.png,640,480,car,575,73,640,336
^001701.png,500,391,dog,86,54,380,391
^001705.png,500,375,cat,36,48,500,308
^001709.png,640,480,car,18,172,586,377
^001712.png,500,334,motorbike,160,108,498,310
^001712.png,500,334,person,307,56,458,220
^001713.png,500,375,bus,173,79,334,288
^001713.png,500,375,bus,1,43,42,308
^001713.png,500,375,bus,47,193,70,230
^001713.png,500,375,bus,117,201,147,234
^001713.png,500,375,bus,149,170,178,244
^001713.png,500,375,person,360,202,379,254
^001713.png,500,375,person,314,205,325,232
^001713.png,500,375,person,447,202,465,268
^001713.png,500,375,person,472,196,484,252
^001713.png,500,375,person,26,197,74,368
^001713.png,500,375,person,75,215,98,298
^001713.png,500,375,person,99,223,121,287
^001713.png,500,375,person,79,208,93,219
^001714.png,640,480,cow,126,103,257,418
^001714.png,640,480,cow,460,72,581,257
^001716.png,500,344,horse,359,248,414,311
^001717.png,500,375,bicycle,22,64,417,359
^001719.png,640,480,car,121,56,509,459
^001720.png,367,500,dog,74,90,280,369
^001721.png,640,478,motorbike,22,35,416,423
^001722.png,500,375,bicycle,123,136,441,375
^001725.png,500,333,dog,94,71,449,308
^001726.png,500,361,cat,19,69,500,361
^001730.png,375,500,motorbike,231,118,375,358
^001730.png,375,500,motorbike,112,110,242,476
^001730.png,375,500,person,22,34,138,450
^001731.png,640,480,cow,178,174,447,355
^001732.png,640,480,car,23,160,592,413
^001732.png,640,480,person,57,123,94,185
^001734.png,500,375,dog,231,190,355,375
^001734.png,500,375,dog,134,113,223,304
^001734.png,500,375,person,3,2,406,374
^001738.png,500,265,bicycle,204,150,346,252
^001738.png,500,265,person,250,119,325,230
^001740.png,500,333,dog,154,19,406,303
^001740.png,500,333,person,470,1,500,231
^001740.png,500,333,person,1,1,145,309
^001741.png,500,375,cow,302,232,425,325
^001744.png,640,480,bicycle,23,47,607,447
^001745.png,640,480,sheep,247,183,446,355
^001749.png,640,480,car,138,74,517,443
^001750.png,500,331,cat,12,1,468,329
^001752.png,640,480,car,380,275,637,426
^001752.png,640,480,bus,2,139,387,355
^001754.png,500,333,person,26,100,100,333
^001754.png,500,333,person,93,122,111,148
^001754.png,500,333,person,82,80,298,333
^001754.png,500,333,person,254,12,500,333
^001756.png,333,500,horse,81,130,260,500
^001757.png,500,347,cow,375,132,404,204
^001757.png,500,347,cow,245,50,437,293
^001757.png,500,347,cow,14,36,256,291
^001762.png,500,375,cat,78,57,455,372
^001765.png,500,375,motorbike,15,54,461,312
^001766.png,640,480,bicycle,47,66,598,433
^001768.png,640,480,car,62,109,199,152
^001768.png,640,480,car,243,153,620,374
^001769.png,500,375,sheep,1,68,249,375
^001769.png,500,375,person,1,2,149,111
^001769.png,500,375,person,124,1,257,339
^001769.png,500,375,person,206,2,334,347
^001769.png,500,375,person,335,1,487,375
^001769.png,500,375,person,245,80,404,359
^001769.png,500,375,person,235,32,492,357
^001771.png,500,232,sheep,68,40,197,188
^001771.png,500,232,sheep,160,60,312,196
^001771.png,500,232,sheep,346,72,479,206
^001771.png,500,232,sheep,344,52,427,89
^001773.png,500,333,cat,102,125,259,273
^001773.png,500,333,person,171,38,374,333
^001773.png,500,333,person,415,241,442,285
^001776.png,500,377,cat,249,2,477,288
^001776.png,500,377,cat,47,101,405,377
^001778.png,640,480,horse,196,205,354,329
^001779.png,640,480,car,117,78,539,468
^001780.png,500,375,motorbike,46,135,402,375
^001780.png,500,375,person,96,15,329,375
^001781.png,500,333,dog,165,33,292,217
^001783.png,480,360,dog,144,181,358,279
^001783.png,480,360,person,15,76,287,283
^001785.png,500,333,dog,340,156,500,333
^001785.png,500,333,dog,1,43,341,333
^001788.png,640,425,bicycle,155,16,446,415
^001790.png,640,480,car,105,24,606,441
^001791.png,640,480,car,88,24,536,440
^001794.png,500,375,person,89,11,232,370
^001794.png,500,375,person,207,76,342,298
^001794.png,500,375,motorbike,329,174,500,291
^001794.png,500,375,motorbike,183,161,361,329
^001794.png,500,375,motorbike,1,129,88,312
^001794.png,500,375,car,320,155,500,232
^001795.png,333,500,cat,83,21,291,468
^001796.png,640,425,car,69,115,565,307
^001798.png,640,480,cow,38,84,549,480
^001799.png,640,480,bicycle,34,54,594,450
^001804.png,640,480,horse,278,169,472,285
^001805.png,500,375,bicycle,187,280,271,336
^001805.png,500,375,person,312,257,344,326
^001805.png,500,375,person,353,262,383,330
^001805.png,500,375,person,400,249,444,334
^001805.png,500,375,person,442,252,469,332
^001808.png,640,480,car,233,134,471,335
^001810.png,500,375,cat,57,21,472,344
^001812.png,500,358,person,37,14,394,358
^001813.png,640,480,cow,179,83,511,439
^001813.png,640,480,cow,126,155,398,427
^001813.png,640,480,cow,6,135,63,155
^001813.png,640,480,cow,109,108,154,148
^001813.png,640,480,cow,575,129,640,167
^001813.png,640,480,cow,429,95,509,178
^001814.png,500,333,person,188,56,286,233
^001814.png,500,333,horse,192,90,320,329
^001815.png,640,480,car,50,129,590,348
^001816.png,500,333,dog,310,157,454,252
^001817.png,500,333,horse,87,22,302,325
^001817.png,500,333,person,128,86,476,333
^001822.png,500,375,cat,214,76,500,375
^001822.png,500,375,cat,132,72,256,340
^001825.png,640,480,car,83,118,468,344
^001825.png,640,480,car,472,112,511,139
^001825.png,640,480,car,572,119,608,155
^001828.png,640,480,car,343,327,469,399
^001830.png,640,480,bicycle,101,94,465,343
^001833.png,640,480,car,142,61,524,449
^001835.png,400,300,sheep,58,146,249,300
^001835.png,400,300,sheep,4,235,79,300
^001835.png,400,300,person,113,1,400,300
^001836.png,312,450,sheep,35,149,261,439
^001838.png,333,500,bus,2,93,252,412
^001838.png,333,500,person,287,296,325,370
^001838.png,333,500,person,252,298,267,377
^001842.png,500,333,horse,1,87,499,333
^001843.png,500,286,dog,203,47,340,95
^001844.png,500,375,cow,21,22,479,370
^001847.png,500,356,bus,2,34,500,278
^001848.png,500,333,dog,53,15,370,313
^001849.png,640,480,sheep,205,180,449,337
^001850.png,640,480,car,41,155,572,393
^001853.png,500,375,bicycle,188,187,291,301
^001853.png,500,375,person,196,129,281,246
^001855.png,375,500,cat,1,1,375,419
^001856.png,500,333,horse,209,27,494,259
^001859.png,640,480,car,30,116,606,340
^001860.png,389,500,dog,39,19,253,492
^001861.png,640,480,sheep,1,32,537,480
^001863.png,500,377,cat,65,147,366,355
^001863.png,500,377,cat,148,88,433,297
^001864.png,640,425,motorbike,82,29,270,378
^001864.png,640,425,motorbike,365,89,570,397
^001869.png,333,500,dog,134,51,297,348
^001871.png,500,350,dog,259,71,377,291
^001872.png,640,480,bicycle,47,62,576,448
^001873.png,500,500,horse,104,191,471,495
^001873.png,500,500,person,257,132,330,373
^001873.png,500,500,car,280,224,487,384
^001878.png,500,375,sheep,38,201,255,330
^001878.png,500,375,sheep,376,57,412,81
^001878.png,500,375,sheep,422,61,469,75
^001878.png,500,375,sheep,232,103,356,260
^001878.png,500,375,person,330,76,497,375
^001880.png,640,480,horse,2,56,89,197
^001880.png,640,480,horse,246,62,455,150
^001880.png,640,480,horse,140,76,616,431
^001883.png,327,500,bicycle,9,14,280,492
^001884.png,640,480,car,57,38,508,446
^001887.png,500,333,horse,2,31,207,326
^001887.png,500,333,horse,225,64,375,331
^001887.png,500,333,person,144,89,250,333
^001892.png,500,333,sheep,283,224,324,260
^001895.png,640,480,cat,1,88,486,465
^001896.png,640,480,car,33,150,601,395
^001897.png,500,333,dog,152,6,446,225
^001898.png,480,640,cow,142,118,380,496
^001899.png,500,375,person,189,81,305,285
^001899.png,500,375,dog,217,209,354,375
^001900.png,640,425,bicycle,3,5,414,424
^001906.png,500,375,sheep,139,174,311,320
^001907.png,500,375,cat,3,64,383,374
^001908.png,500,326,person,1,29,426,326
^001909.png,500,375,bus,10,141,500,264
^001910.png,640,480,car,39,156,603,381
^001914.png,500,375,motorbike,30,22,500,298
^001915.png,500,333,horse,14,86,241,245
^001915.png,500,333,horse,109,62,303,237
^001915.png,500,333,person,185,36,215,111
^001915.png,500,333,person,132,54,197,156
^001915.png,500,333,person,231,281,290,323
^001915.png,500,333,person,50,287,105,323
^001918.png,640,480,bicycle,47,98,552,440
^001919.png,640,480,dog,1,22,574,478
^001920.png,326,500,bus,64,252,270,472
^001920.png,326,500,car,260,308,326,440
^001925.png,480,360,dog,108,10,378,334
^001927.png,500,333,cow,340,127,433,296
^001928.png,356,500,motorbike,129,161,356,424
^001928.png,356,500,person,39,136,237,453
